% Model:              ThermalResistanceInductor_AR.mph
% Version:            COMSOL 5.3.1.275
% Date:               Feb 20 2019, 19:06
% Table:              Table 1 - Perte totale (ht.QInt)
% d                      lambda_wind              e                        LAMBDA_FERRITE           Total_heat_source (W)    Temperature (K)
0.050775563919874075     0.7696136340726077       2.5118864315095795E-4    5                        4.7216613854786305       313.51136230072484
0.029541769390627783     0.7696136340726077       2.5118864315095795E-4    5                        0.9349346332753734       304.71985091679164
0.01718771927587479      0.7696136340726077       2.5118864315095795E-4    5                        0.1858322847302134       301.67085902852307
0.029541769390627783     0.7696136340726077       6.30957344480193E-4      5                        0.9531067369060976       305.14572726730154
0.01718771927587479      0.7696136340726077       6.30957344480193E-4      5                        0.1919836101266042       301.8834538089848
0.01                     0.7696136340726077       6.30957344480193E-4      5                        0.0392569615708673       300.71167760869395
0.01718771927587479      0.7696136340726077       0.001584893192461114     5                        0.20743504092537843      302.3302532595276
0.15                     0.38980598409161893      1.0E-4                   5                        120.93980706846537       435.097736207058
0.08727161387290326      0.38980598409161893      1.0E-4                   5                        23.83596946158851        345.9898638948131
0.15                     0.38980598409161893      2.5118864315095795E-4    5                        121.12632247693723       436.6927775795217
0.08727161387290326      0.38980598409161893      2.5118864315095795E-4    5                        23.89910562855014        346.8905597205093
0.050775563919874075     0.38980598409161893      2.5118864315095795E-4    5                        4.721661385478983        316.2063345301137
0.029541769390627783     0.38980598409161893      2.5118864315095795E-4    5                        0.9349346332754271       305.6619319272573
0.01718771927587479      0.38980598409161893      2.5118864315095795E-4    5                        0.1858322847302168       302.0071497424294
0.029541769390627783     0.38980598409161893      6.30957344480193E-4      5                        0.9531067369059855       306.1934242709418
0.01718771927587479      0.38980598409161893      6.30957344480193E-4      5                        0.19198361012655898      302.2751327929028
0.01                     0.38980598409161893      6.30957344480193E-4      5                        0.039256961570856175     300.86222076482164
0.01718771927587479      0.38980598409161893      0.001584893192461114     5                        0.2074350409253597       302.8245483093659
0.15                     0.19743504858348196      1.0E-4                   5                        120.939807068466         474.8323843888445
0.08727161387290326      0.19743504858348196      1.0E-4                   5                        23.835969461588874       359.4592781262616
0.050775563919874075     0.19743504858348196      1.0E-4                   5                        4.700289555603741        320.28374722719946
0.08727161387290326      0.19743504858348196      2.5118864315095795E-4    5                        23.899105628549073       360.4068089827898
0.050775563919874075     0.19743504858348196      2.5118864315095795E-4    5                        4.721661385478988        320.8098915452208
0.029541769390627783     0.19743504858348196      2.5118864315095795E-4    5                        0.9349346332754143       307.2398086893388
0.01718771927587479      0.19743504858348196      2.5118864315095795E-4    5                        0.1858322847302263       302.55352229571514
0.029541769390627783     0.19743504858348196      6.30957344480193E-4      5                        0.953106736906015        307.84606965717404
0.01718771927587479      0.19743504858348196      6.30957344480193E-4      5                        0.19198361012656864      302.86425425098895
0.01                     0.19743504858348196      6.30957344480193E-4      5                        0.03925696157085195      301.07629668726076
0.01718771927587479      0.19743504858348196      0.001584893192461114     5                        0.20743504092541104      303.49823519784553
0.15                     0.1                      1.0E-4                   5                        120.9398070684748        551.525091188229
0.08727161387290326      0.1                      1.0E-4                   5                        23.835969461590782       385.41684602576646
0.050775563919874075     0.1                      1.0E-4                   5                        4.700289555604069        329.0696570499731
0.08727161387290326      0.1                      2.5118864315095795E-4    5                        23.89910562854927        386.3759986881357
0.050775563919874075     0.1                      2.5118864315095795E-4    5                        4.7216613854787015       329.6117743326715
0.029541769390627783     0.1                      2.5118864315095795E-4    5                        0.9349346332754728       310.22655323781896
0.01718771927587479      0.1                      2.5118864315095795E-4    5                        0.18583228473021698      303.5705836036398
0.029541769390627783     0.1                      6.30957344480193E-4      5                        0.9531067369060143       310.87240750583254
0.01718771927587479      0.1                      6.30957344480193E-4      5                        0.19198361012658366      303.90738768786474
0.01                     0.1                      6.30957344480193E-4      5                        0.039256961570844975     301.43972128796605
0.01718771927587479      0.1                      0.001584893192461114     5                        0.20743504092539866      304.6008057718212
